text label_class label
你好破坏计算机信息系统罪有哪些法条 法律条文 3
抗税罪的法律条文是什么 法律条文 3
你好破坏武器装备、军事设施、军事通信罪的量刑标准是什么 量刑标准 4
冒昧问一下破坏交通工具罪是什么类别 从属 0
您好能否告知破坏电力设备罪是啥意思 概念 1
你好非法拘禁罪判多久 量刑标准 4
请教一下虚开增值税发票用于骗取出口退税、抵扣税款发票罪的四要件是什么 特征 2
冒昧问一下破坏监管秩序罪判多久 量刑标准 4
冒昧问一下非法出售用于骗取出口退税、抵扣税款发票罪的刑法条文是什么 法律条文 3
打扰问一下怎样解释非法向外国人出售、赠送珍贵文物罪定义 概念 1
可以问一下非法出售发票罪的概念 概念 1
能否介绍一下妨害作证罪解释 概念 1
可以问一下打击报复证人罪是啥意思 概念 1
请问战时自伤罪的意思 概念 1
问一下逃避商检罪的处罚是什么 量刑标准 4
冒昧问一下脱逃罪有哪些法律规定 法律条文 3
您好销售侵权复制品罪如何认定 特征 2
你好，麻烦问一下虐待罪属于什么犯罪类型 从属 0
请问能否告知抢夺、窃取国有档案罪介绍 概念 1
请问解释一下强奸罪解释 概念 1
销售侵权复制品罪的量刑是什么 量刑标准 4
打扰问一下骗购外汇罪有什么法律条文 法律条文 3
冒昧问一下非法收购、运输盗伐、滥伐的林木罪是哪种犯罪类型 从属 0
故意泄露军事秘密罪有哪些刑法条文 法律条文 3
打扰问一下私分罚没财物罪有什么法律依据 法律条文 3
请问引诱幼女卖淫罪的上级罪名是什么 从属 0
您好煽动分裂国家罪的要件是什么 特征 2
请问解释解释强迫卖淫罪是什么意思？ 概念 1
您好滥用职权罪属于哪类罪名 从属 0
铁路运营安全事故罪的要件是什么 特征 2
请问放纵走私罪属于什么犯罪类型 从属 0
伪造、倒卖伪造的有价票证罪对应的刑法条文有哪些 法律条文 3
逃避追缴欠税罪有哪些特征 特征 2
打扰问一下非法携带枪支弹药管制刀具、危险物品危及公共安全罪是哪种类型的罪名 从属 0
冒昧问一下失职造成珍贵文物损毁、流失罪是什么类别 从属 0
问一下遗弃罪有什么相关法律规定 法律条文 3
您好私放俘虏罪的刑法条文是什么 法律条文 3
非法吸收公众存款罪如何认定 特征 2
请教一下背信运用受托财产罪属于什么罪 从属 0
问一下掩饰、隐瞒犯罪所得、犯罪所得收益罪有哪些法条 法律条文 3
冒昧问一下解释一下打击报复会计、统计人员罪解释 概念 1
问一下引诱未成年人聚众淫乱罪对应的法条有哪些 法律条文 3
能否介绍一下虚报注册资本罪定义 概念 1
打扰问一下嫖宿幼女罪的要件是什么 特征 2
你好，麻烦问一下抗税罪有哪些法律条文 法律条文 3
受贿罪属于什么犯罪类型 从属 0
传播性病罪对应的刑法条文有哪些 法律条文 3
组织卖淫罪的概念 概念 1
冒昧问一下虚假广告罪属于什么犯罪类型 从属 0
枉法仲裁罪属于什么罪 从属 0
问一下解释一下破坏交通设施罪定义的意思 概念 1
破坏易燃易爆设备罪是什么类型的罪名 从属 0
请教一下放纵走私罪有什么相关法律规定 法律条文 3
制作、复制、出版、贩卖、传播淫秽物品牟利罪是哪种犯罪类型 从属 0
问一下敲诈勒索罪的处罚是什么 量刑标准 4
打扰问一下解释一下盗窃、抢夺武器装备、军用物资罪的概念 概念 1
请问徇私舞弊发售发票、抵扣税款、出口退税罪的构成要件有哪些 特征 2
高利转贷罪属于哪类罪名 从属 0
过失提供不合格武器装备、军事设施罪属于什么罪 从属 0
问一下窃取、收买、非法提供信用卡信息罪的要件是什么 特征 2
打扰问一下非法向外国人出售、赠送珍贵文物罪有什么相关法律规定 法律条文 3
请问解释解释走私淫秽物品罪是什么意思？ 概念 1
请教一下武装叛乱、暴乱罪的一级罪名是 从属 0
打扰问一下能否介绍一下非法向外国人出售、赠送珍贵文物罪定义 概念 1
您好强迫卖血罪属于什么罪 从属 0
请问传染病菌种、毒种扩散罪属于什么罪 从属 0
能否告知绑架罪定义的意思 概念 1
请问动植物检疫失职罪的构成要件是什么 特征 2
您好放火罪该怎么判 量刑标准 4
冒昧问一下走私废物罪的要件是什么 特征 2
问一下对单位行贿罪是哪个类别的罪名 从属 0
您好投放危险物质罪的要件有哪些 特征 2
你好故意提供不合格武器装备、军事设施罪怎么判刑 量刑标准 4
拐卖妇女、儿童罪属于哪类罪名 从属 0
打扰问一下金融凭证诈骗罪的构成要件是什么 特征 2
出具证明文件重大失实罪的要件是什么 特征 2
解释解释非法处置进口的固体废物罪是啥意思 概念 1
打扰问一下擅自出卖、转让军队房地产罪对应的法律规定有哪些 法律条文 3
问一下过失损坏易燃易爆设备罪有哪些特征 特征 2
问一下受贿罪是哪种类型的罪名 从属 0
想了解非法出售增值税专用发票罪的概念 概念 1
请问过失损坏交通工具罪怎么判刑 量刑标准 4
生产、销售劣药罪属于哪种罪名 从属 0
问一下引诱未成年人聚众淫乱罪有哪些法律依据 法律条文 3
想了解暴力取证罪的概念 概念 1
你好伪造、倒卖伪造的有价票证罪有什么法律依据 法律条文 3
冒昧问一下聚众扰乱公共场所秩序、交通秩序罪判多长时间 量刑标准 4
请问私分国有资产罪判多久 量刑标准 4
放纵走私罪是什么意思？ 概念 1
问一下擅自设立金融机构罪属于什么犯罪类型 从属 0
冒昧问一下资助危害国家安全犯罪活动罪的要件有哪些 特征 2
教育设施重大安全事故罪是哪种犯罪类型 从属 0
请教一下丢失枪支不报罪属于哪类罪名 从属 0
您好拒不救援友邻部队罪有哪些法律依据 法律条文 3
您好解释一下逃避商检罪的概念是什么 概念 1
冒昧问一下解释一下走私淫秽物品罪是什么意思？ 概念 1
请问窝藏、包庇罪的量刑是什么 量刑标准 4
擅自出卖、转让国有档案罪属于哪类罪名 从属 0
问一下制作、复制、出版、贩卖、传播淫秽物品牟利罪属于什么犯罪类型 从属 0
生产、销售假药罪的上级罪名是什么 从属 0
请问解释一下投降罪定义 概念 1
您好赌博罪对应的法律依据有哪些 法律条文 3
非法使用窃听、窃照专用器材罪的特征是什么 特征 2
请问非法出卖、转让武器装备罪的量刑是什么 量刑标准 4
问一下破坏监管秩序罪的四要件是什么 特征 2
您好行贿罪判多久 量刑标准 4
你好，麻烦问一下生产、销售不符合标准的医用器材罪的要件是什么 特征 2
请教一下可以问一下煽动暴力抗拒法律实施罪是啥意思 概念 1
过失泄露国家秘密罪对应的法律依据有哪些 法律条文 3
问一下伪造、变造、转让金融机构经营许可证、批准文件罪有哪些特征 特征 2
你好，麻烦问一下解释一下聚众冲击国家机关罪是啥？ 概念 1
环境监管失职罪的特征是什么 特征 2
非法吸收公众存款罪属于什么罪 从属 0
您好投放虚假危险物质罪的法律依据是什么 法律条文 3
请问逃汇罪的构成要件是什么 特征 2
冒昧问一下扰乱无线电通讯管理秩序罪对应的法条有哪些 法律条文 3
请教一下盗掘古人类化石、古脊椎动物化石罪的法律条文是什么 法律条文 3
解释一下非法持有、私藏枪支、弹药罪有什么定义？ 概念 1
冒昧问一下失火罪有什么法条 法律条文 3
打扰问一下故意毁坏财物罪属于哪种罪名 从属 0
请教一下非法持有毒品罪有哪些法条 法律条文 3
问一下想了解抢夺罪定义的意思 概念 1
能否告知侮辱国旗、国徽罪有什么定义？ 概念 1
你好，麻烦问一下假冒专利罪属于什么罪 从属 0
您好非法行医罪的要件是什么 特征 2
问一下违令作战消极罪怎么判刑 量刑标准 4
能否介绍一下故意提供不合格武器装备、军事设施罪的概念是什么 概念 1
请教一下滥用管理公司、证券职权罪的法律条文是什么 法律条文 3
冒昧问一下想了解聚众持械劫狱罪解释 概念 1
聚众淫乱罪是哪种犯罪类型 从属 0
冒昧问一下煽动暴力抗拒法律实施罪怎么认定 特征 2
你好，麻烦问一下遗弃伤病军人罪是什么类型的罪名 从属 0
请问解释解释重大飞行事故罪的概念 概念 1
包庇、纵容黑社会性质组织罪有什么法律依据 法律条文 3
你好可以介绍违法运用资金罪介绍 概念 1
问一下强奸罪的概念 概念 1
抢劫罪的特征是什么 特征 2
请问动植物检疫徇私舞弊罪对应的法律依据有哪些 法律条文 3
请教一下非法经营同类营业罪属于什么犯罪类型 从属 0
请教一下枉法仲裁罪属于什么罪 从属 0
请教一下单位受贿罪有哪些刑法条文 法律条文 3
您好解释解释帮助犯罪分子逃避处罚罪的概念是什么 概念 1
冒昧问一下解释解释隐匿、故意销毁会计凭证、会计账簿、财务会计报告罪介绍 概念 1
你好，麻烦问一下辩护人诉讼代理人毁灭证据伪造证据妨害作证罪的四要件是什么 特征 2
问一下私分国有资产罪的特征是什么 特征 2
打扰问一下巨额财产来源不明罪的量刑是什么 量刑标准 4
你好解释解释非法生产、买卖军用标志罪是啥？ 概念 1
您好想了解危险物品肇事罪的概念 概念 1
请问对非国家工作人员行贿罪的构成要件有哪些 特征 2
挪用资金罪的处罚标准是什么 量刑标准 4
你好，麻烦问一下遗弃武器装备罪对应的法律依据有哪些 法律条文 3
请教一下非法买卖制毒物品罪有什么法条 法律条文 3
解释解释组织、利用会道门、邪教组织、利用迷信破坏法律实施罪是啥？ 概念 1
你好，麻烦问一下受贿罪判多长时间 量刑标准 4
您好破坏军婚罪的特征是什么 特征 2
请问侵犯商业秘密罪有哪些法律依据 法律条文 3
您好放纵走私罪的构成要件是什么 特征 2
请问战时窝藏逃离部队军人罪的四要件是什么 特征 2
解释解释盗窃罪的概念 概念 1
你好诱骗投资者买卖证券、期货合约罪判多久 量刑标准 4
请问伪证罪属于什么罪 从属 0
问一下非法收购、运输盗伐、滥伐的林木罪有哪些特征 特征 2
打扰问一下非法占用农用地罪的四要件是什么 特征 2
问一下非法制造、出售非法制造的用于骗取出口退税、抵扣税款发票罪有哪些法律条文 法律条文 3
请问解释解释伪造、出售伪造的增值税专用发票罪的概念 概念 1
您好可以介绍为境外窃取、刺探、收买、非法提供军事秘密罪介绍 概念 1
请问解释一下非法低价出让国有土地使用权罪是啥？ 概念 1
您好战时拒绝军事征用罪判多长时间 量刑标准 4
你好，麻烦问一下非法集会、游行、示威罪的处罚标准是什么 量刑标准 4
打扰问一下抢夺罪怎么判刑 量刑标准 4
你好能否介绍一下逃避追缴欠税罪的概念 概念 1
包庇毒品犯罪分子罪是什么类型的罪名 从属 0
你好，麻烦问一下可以问一下教育设施重大安全事故罪的概念 概念 1
你好，麻烦问一下资助危害国家安全犯罪活动罪的刑法条文是什么 法律条文 3
问一下招收公务员、学生徇私舞弊罪是什么类型的罪名 从属 0
请教一下骗购外汇罪怎么认定 特征 2
冒昧问一下侮辱罪的构成要件是什么 特征 2
拒不执行判决、裁定罪属于哪类罪名 从属 0
问一下非法生产、销售间谍专用器材罪怎么处罚 量刑标准 4
问一下侵犯通信自由罪属于哪种罪名 从属 0
请教一下采集、供应血液、制作、供应血液制品事故罪有哪些特征 特征 2
请问妨害国境卫生检疫罪是什么类型的罪名 从属 0
背信损害上市公司利益罪是啥？ 概念 1
你好，麻烦问一下非法向外国人出售、赠送珍贵文物罪有哪些刑法条文 法律条文 3
传授犯罪方法罪的特征是什么 特征 2
问一下扰乱无线电通讯管理秩序罪有什么特征 特征 2
如何理解过失泄露国家秘密罪解释 概念 1
请教一下医疗事故罪有哪些特征 特征 2
你好，麻烦问一下背叛国家罪有哪些特征 特征 2
您好能否介绍一下商检徇私舞弊罪介绍 概念 1
打扰问一下组织淫秽表演罪的量刑是什么 量刑标准 4
您好丢失枪支不报罪对应的刑法条文有哪些 法律条文 3
冒昧问一下如何理解抗税罪的概念 概念 1
冒昧问一下组织淫秽表演罪有什么法条 法律条文 3
你好，麻烦问一下私分罚没财物罪的构成要件有哪些 特征 2
你好，麻烦问一下如何理解故意伤害罪的概念是什么 概念 1
打扰问一下非法低价出让国有土地使用权罪的构成要件有哪些 特征 2
你好，麻烦问一下能否介绍一下伪造、倒卖伪造的有价票证罪的概念是什么 概念 1
请教一下如何理解煽动颠覆国家政权罪的概念 概念 1
冒昧问一下伪造、变造金融票证罪怎么处罚 量刑标准 4
您好执行判决、裁定失职罪有什么法律依据 法律条文 3
你好招收公务员、学生徇私舞弊罪的量刑是什么 量刑标准 4
诽谤罪的特征是什么 特征 2
冒昧问一下能否介绍一下资助危害国家安全犯罪活动罪的概念 概念 1
擅自进口固体废物罪有什么相关法律规定 法律条文 3
打扰问一下非法购买增值税专用发票、购买伪造的增值税专用发票罪的量刑是什么 量刑标准 4
你好民事、行政枉法裁判罪的法律依据是什么 法律条文 3
请问招收公务员、学生徇私舞弊罪该怎么判 量刑标准 4
请问聚众淫乱罪对应的法条有哪些 法律条文 3
非法侵入计算机信息系统罪对应的法律规定有哪些 法律条文 3
请教一下怎样解释非法处置进口的固体废物罪介绍 概念 1
冒昧问一下解释一下走私贵重金属罪定义 概念 1
请教一下接送不合格兵员罪的要件有哪些 特征 2
问一下非法批准征用、占用土地罪是哪种犯罪类型 从属 0
问一下徇私枉法罪有什么特征 特征 2
你好违规披露、不披露重要信息罪有什么法条 法律条文 3
您好持有、使用假币罪是哪种犯罪类型 从属 0
分裂国家罪属于什么罪 从属 0
您好解释一下过失致人重伤罪的概念 概念 1
背信运用受托财产罪属于什么罪 从属 0
问一下颠覆国家政权罪有什么特征 特征 2
您好可以介绍非法低价出让国有土地使用权罪介绍 概念 1
打扰问一下非法吸收公众存款罪的量刑是什么 量刑标准 4
您好单位行贿罪受哪些处罚 量刑标准 4
你好，麻烦问一下虚假广告罪是哪种类型的罪名 从属 0
您好聚众淫乱罪的构成要件是什么 特征 2
请问危险物品肇事罪的构成要件是什么 特征 2
请问非法采集、供应血液、制作、供应血液制品罪的构成要件是什么 特征 2
请问能否告知聚众哄抢罪的概念 概念 1
违规披露、不披露重要信息罪是哪个类别的罪名 从属 0
请教一下徇私枉法罪的一级罪名是 从属 0
您好过失损坏易燃易爆设备罪有什么特征 特征 2
如何理解走私珍稀植物、珍稀植物制品罪是啥意思 概念 1
请问能否告知枉法仲裁罪是什么意思？ 概念 1
您好诈骗罪的要件是什么 特征 2
你好，麻烦问一下战时造谣扰乱军心罪的相关法律规定是什么 法律条文 3
非法向外国人出售、赠送珍贵文物罪是哪种犯罪类型 从属 0
你好擅自进口固体废物罪有什么特征 特征 2
如何理解破坏广播电视设施、公用电信设施罪定义 概念 1
冒昧问一下非法制造、买卖、运输、储存危险物质罪有哪些法律依据 法律条文 3
请教一下非法组织卖血罪的构成要件是什么 特征 2
请教一下故意损毁文物罪的构成要件有哪些 特征 2
辩护人诉讼代理人毁灭证据伪造证据妨害作证罪属于什么罪 从属 0
可以介绍劫持船只、汽车罪介绍 概念 1
你好，麻烦问一下拒绝提供间谍犯罪证据罪的要件有哪些 特征 2
问一下铁路运营安全事故罪有什么刑法条文 法律条文 3
盗窃、侮辱尸体罪对应的法律规定有哪些 法律条文 3
你好虐待部属罪的相关法律规定是什么 法律条文 3
持有、使用假币罪介绍 概念 1
冒昧问一下组织播放淫秽音像制品罪属于哪类罪名 从属 0
解释解释聚众冲击国家机关罪定义的意思 概念 1
你好窝藏、包庇罪的要件有哪些 特征 2
请问如何理解过失提供不合格武器装备、军事设施罪的概念 概念 1
请教一下金融工作人员购买假币、以假币换取货币罪有什么法律条文 法律条文 3
枉法仲裁罪有什么特征 特征 2
打扰问一下过失泄露国家秘密罪属于哪类罪名 从属 0
打扰问一下能否介绍一下教育设施重大安全事故罪的意思 概念 1
问一下侵占罪的刑期是多久 量刑标准 4
你好如何理解非法吸收公众存款罪的概念是什么 概念 1
怎样解释侵犯少数民族风俗习惯罪有什么定义？ 概念 1
你好走私、贩卖、运输、制造毒品罪该怎么判 量刑标准 4
你好，麻烦问一下怎样解释盗掘古文化遗址、古墓葬罪的概念是什么 概念 1
请教一下放纵走私罪的一级罪名是 从属 0
问一下非法出售用于骗取出口退税、抵扣税款发票罪的特征是什么 特征 2
您好聚众冲击国家机关罪的特征是什么 特征 2
非法吸收公众存款罪有哪些特征 特征 2
请教一下可以问一下战时拒绝、逃避服役罪解释 概念 1
你好，麻烦问一下组织、领导、参加黑社会性质组织罪怎么判刑 量刑标准 4
问一下故意泄露国家秘密罪的构成要件有哪些 特征 2
冒昧问一下可以介绍非法处置查封、扣押、冻结的财产罪的概念是什么 概念 1
你好，麻烦问一下解释一下危险驾驶罪定义的意思 概念 1
你好阻碍军人执行职务罪的四要件是什么 特征 2
您好非法制造、出售非法制造的用于骗取出口退税、抵扣税款发票罪的要件是什么 特征 2
请问背叛国家罪的要件有哪些 特征 2
你好如何理解骗取出境证件罪解释 概念 1
冒昧问一下拒不救援友邻部队罪如何认定 特征 2
你好煽动分裂国家罪的处罚标准是什么 量刑标准 4
打扰问一下过失损毁文物罪判多长时间 量刑标准 4
打扰问一下想了解票据诈骗罪有什么定义？ 概念 1
问一下违令作战消极罪是哪种类型的罪名 从属 0
请问战时拒绝、逃避服役罪是哪种类型的罪名 从属 0
你好，麻烦问一下强迫他人吸毒罪受哪些处罚 量刑标准 4
请问诱骗投资者买卖证券、期货合约罪的法律条文是什么 法律条文 3
冒昧问一下聚众阻碍解救被收买的妇女、儿童罪有哪些刑法条文 法律条文 3
请问非法持有、私藏枪支、弹药罪对应的刑法条文有哪些 法律条文 3
解释解释介绍贿赂罪是啥？ 概念 1
您好非法出卖、转让武器装备罪的上级罪名是什么 从属 0
你好，麻烦问一下包庇、纵容黑社会性质组织罪的量刑是什么 量刑标准 4
冒昧问一下假冒专利罪有哪些法律条文 法律条文 3
你好，麻烦问一下破坏集会、游行、示威罪有什么法条 法律条文 3
引诱、教唆、欺骗他人吸毒罪是哪种犯罪类型 从属 0
你好窃取、收买、非法提供信用卡信息罪的量刑是什么 量刑标准 4
决水罪的特征是什么 特征 2
请教一下破坏监管秩序罪的一级罪名是 从属 0
冒昧问一下资敌罪是哪种犯罪类型 从属 0
请教一下可以介绍拐卖妇女、儿童罪是啥？ 概念 1
过失损毁文物罪有什么法律条文 法律条文 3
冒昧问一下解释一下违法发放林木采伐许可证罪定义 概念 1
请问私分国有资产罪的特征是什么 特征 2
您好丢失枪支不报罪是什么类型的罪名 从属 0
信用卡诈骗罪的刑法条文是什么 法律条文 3
你好走私核材料罪的处罚标准是什么 量刑标准 4
侮辱国旗、国徽罪是哪种犯罪类型 从属 0
问一下非法出卖、转让武器装备罪的构成要件有哪些 特征 2
你好消防责任事故罪的量刑是什么 量刑标准 4
请问非法处置进口的固体废物罪的一级罪名是 从属 0
非法持有、私藏枪支、弹药罪的一级罪名是 从属 0
请问过失损坏电力设备罪是哪个类别的罪名 从属 0
集资诈骗罪怎么认定 特征 2
冒昧问一下军人叛逃罪是什么类别 从属 0
请问非法收购运输加工出售国家重点保护植物及其制品罪的刑期是多久 量刑标准 4
盗窃、抢夺武器装备、军用物资罪对应的刑法条文有哪些 法律条文 3
请教一下非法持有毒品罪属于什么犯罪类型 从属 0
冒昧问一下如何理解故意损毁名胜古迹罪的概念 概念 1
请教一下扰乱无线电通讯管理秩序罪怎么判刑 量刑标准 4
打扰问一下违法提供出口退税凭证罪的法律依据是什么 法律条文 3
协助组织卖淫罪有什么法条 法律条文 3
你好，麻烦问一下非法捕捞水产品罪的刑期是多久 量刑标准 4
冒昧问一下走私制毒物品罪的要件是什么 特征 2
请问职务侵占罪属于什么罪 从属 0
帮助毁灭、伪造证据罪的特征是什么 特征 2
请教一下破坏易燃易爆设备罪判多久 量刑标准 4
问一下伪证罪是哪种犯罪类型 从属 0
操纵证券、期货市场罪对应的法律规定有哪些 法律条文 3
冒昧问一下非法行医罪怎么处罚 量刑标准 4
问一下票据诈骗罪有哪些法律条文 法律条文 3
冒昧问一下违规披露、不披露重要信息罪的要件是什么 特征 2
故意延误投递邮件罪的特征是什么 特征 2
你好，麻烦问一下破坏电力设备罪的上级罪名是什么 从属 0
冒昧问一下妨害清算罪的法条是什么 法律条文 3
你好，麻烦问一下破坏交通工具罪如何认定 特征 2
问一下虚假诉讼罪是哪个类别的罪名 从属 0
请教一下聚众阻碍解救被收买的妇女、儿童罪的四要件是什么 特征 2
故意毁坏财物罪的量刑是什么 量刑标准 4
冒昧问一下战时残害居民、掠夺居民财物罪的一级罪名是 从属 0
擅自出卖、转让国有档案罪属于什么罪 从属 0
请问分裂国家罪怎么判刑 量刑标准 4
冒昧问一下非法生产、销售间谍专用器材罪是哪种类型的罪名 从属 0
受贿罪的相关法律规定是什么 法律条文 3
您好销售侵权复制品罪的量刑是什么 量刑标准 4
冒昧问一下非法向外国人出售、赠送珍贵文物罪的构成要件是什么 特征 2
你好解释解释执行判决、裁定失职罪定义的意思 概念 1
不解救被拐卖、绑架妇女、儿童罪的处罚是什么 量刑标准 4
非法转让、倒卖土地使用权罪的构成要件是什么 特征 2
打扰问一下非法出卖、转让武器装备罪有哪些法条 法律条文 3
您好接送不合格兵员罪属于哪种罪名 从属 0
请教一下阻碍军人执行职务罪属于哪种罪名 从属 0
你好，麻烦问一下雇用童工从事危重劳动罪是哪种类型的罪名 从属 0
非法获取国家秘密罪怎么判刑 量刑标准 4
你好，麻烦问一下徇私枉法罪是哪个类别的罪名 从属 0
打扰问一下生产、销售不符合卫生标准的化妆品罪的要件有哪些 特征 2
冒昧问一下滥用职权罪的一级罪名是 从属 0
请问盗伐林木罪的处罚是什么 量刑标准 4
解释一下受贿罪定义 概念 1
资助危害国家安全犯罪活动罪的构成要件有哪些 特征 2
你好，麻烦问一下妨害国境卫生检疫罪判多久 量刑标准 4
你好资助恐怖活动罪判多久 量刑标准 4
打扰问一下遗弃伤病军人罪属于什么罪 从属 0
铁路运营安全事故罪有哪些特征 特征 2
请问解释一下失火罪是什么意思？ 概念 1
请教一下组织播放淫秽音像制品罪的四要件是什么 特征 2
解释一下走私核材料罪是什么意思？ 概念 1
资助恐怖活动罪有哪些法律依据 法律条文 3
您好能否介绍一下吸收客户资金不入账罪的意思 概念 1
请教一下组织、利用会道门、邪教组织、利用迷信破坏法律实施罪有哪些特征 特征 2
请教一下故意泄露国家秘密罪的法律依据是什么 法律条文 3
你好非法猎捕、杀害珍贵、濒危野生动物罪是什么类别 从属 0
问一下盗窃、抢夺、毁灭国家机关公文、证件、印章罪有哪些特征 特征 2
请教一下虐待被监管人罪的要件是什么 特征 2
打扰问一下假冒注册商标罪怎么处罚 量刑标准 4
请教一下过失损坏武器装备、军事设施、军事通信罪是哪个类别的罪名 从属 0
冒昧问一下骗取出境证件罪的一级罪名是 从属 0
你好，麻烦问一下故意提供不合格武器装备、军事设施罪有什么特征 特征 2
请教一下伪造、倒卖伪造的有价票证罪的构成要件是什么 特征 2
您好伪造、变造股票、公司、企业债券罪的一级罪名是 从属 0
你好，麻烦问一下叛逃罪定义的意思 概念 1
请教一下贪污罪的刑期是多久 量刑标准 4
你好煽动民族仇恨、民族歧视罪怎么处罚 量刑标准 4
冒昧问一下解释一下假冒专利罪是啥？ 概念 1
徇私舞弊减刑、假释、暂予监外执行罪有哪些特征 特征 2
为亲友非法牟利罪的法律依据是什么 法律条文 3
打扰问一下妨害作证罪有什么相关法律规定 法律条文 3
打扰问一下如何理解破坏监管秩序罪的概念 概念 1
冒昧问一下怎样解释非法使用窃听、窃照专用器材罪的概念 概念 1
传播淫秽物品罪的构成要件是什么 特征 2
武器装备肇事罪对应的刑法条文有哪些 法律条文 3
分裂国家罪属于什么罪 从属 0
冒昧问一下销售假冒注册商标的商品罪对应的法律条文有哪些 法律条文 3
打扰问一下滥伐林木罪的上级罪名是什么 从属 0
请教一下伪造、变造金融票证罪的一级罪名是 从属 0
请教一下虚报注册资本罪是什么类型的罪名 从属 0
你好，麻烦问一下怎样解释过失损毁文物罪是啥意思 概念 1
问一下能否告知故意延误投递邮件罪介绍 概念 1
能否告知非法出售用于骗取出口退税、抵扣税款发票罪的概念 概念 1
请教一下非法向外国人出售、赠送珍贵文物罪是哪种犯罪类型 从属 0
问一下隐瞒、谎报军情罪怎么认定 特征 2
能否告知投降罪是什么意思？ 概念 1
非法出售增值税专用发票罪属于哪种罪名 从属 0
请问组织卖淫罪属于什么犯罪类型 从属 0
解释一下非法捕捞水产品罪介绍 概念 1
您好生产、销售伪劣农药、兽药、化肥、种子罪的刑期是多久 量刑标准 4
您好抢夺罪有什么法律依据 法律条文 3
冒昧问一下可以介绍走私、贩卖、运输、制造毒品罪定义 概念 1
冒昧问一下伪证罪属于哪类罪名 从属 0
非法买卖制毒物品罪是哪个类别的罪名 从属 0
冒昧问一下非法携带武器、管制刀具、爆炸物参加集会、游行、示威罪有哪些法条 法律条文 3
你好擅自出卖、转让国有档案罪属于哪类罪名 从属 0
非法种植毒品原植物罪的特征是什么 特征 2
非法狩猎罪对应的法律依据有哪些 法律条文 3
请问武器装备肇事罪是什么类别 从属 0
冒昧问一下非法获取军事秘密罪的上级罪名是什么 从属 0
冒昧问一下开设赌场罪有什么刑法条文 法律条文 3
诱骗投资者买卖证券、期货合约罪判多长时间 量刑标准 4
请教一下非法出卖、转让武器装备罪是什么类型的罪名 从属 0
打扰问一下破坏生产经营罪的处罚是什么 量刑标准 4
请教一下挪用资金罪有哪些法律依据 法律条文 3
问一下战时造谣惑众罪的构成要件有哪些 特征 2
解释一下妨害传染病防治罪的概念是什么 概念 1
请教一下解释解释危险驾驶罪是啥？ 概念 1
问一下合同诈骗罪的法律条文是什么 法律条文 3
你好，麻烦问一下滥用管理公司、证券职权罪的上级罪名是什么 从属 0
你好执行判决、裁定滥用职权罪怎么处罚 量刑标准 4
请问能否告知滥用管理公司、证券职权罪的概念 概念 1
盗窃、抢夺武装部队公文、证件、印章罪的要件是什么 特征 2
盗窃、抢夺枪支、弹药、爆炸物、危险物质罪的相关法律规定是什么 法律条文 3
虐待部属罪解释 概念 1
能否介绍一下有价证券诈骗罪的概念 概念 1
请问引诱幼女卖淫罪的上级罪名是什么 从属 0
您好暴动越狱罪有什么法律依据 法律条文 3
请问内幕交易、泄露内幕信息罪的要件是什么 特征 2
非法集会、游行、示威罪有哪些法律规定 法律条文 3
打扰问一下国有公司、企业、事业单位人员滥用职权罪怎么处罚 量刑标准 4
冒昧问一下盗掘古人类化石、古脊椎动物化石罪怎么处罚 量刑标准 4
冒昧问一下徇私舞弊发售发票、抵扣税款、出口退税罪的量刑标准是什么 量刑标准 4
打扰问一下交通肇事罪的法律条文是什么 法律条文 3
冒昧问一下擅自发行股票、公司、企业债券罪对应的法律规定有哪些 法律条文 3
你好徇私舞弊发售发票、抵扣税款、出口退税罪的刑法条文是什么 法律条文 3
打扰问一下如何理解破坏永久性测量标志罪是啥意思 概念 1
你好，麻烦问一下冒充军人招摇撞骗罪有哪些特征 特征 2
请教一下骗购外汇罪的相关法律规定是什么 法律条文 3
你好，麻烦问一下非法生产、买卖军用标志罪有哪些刑法条文 法律条文 3
战时临阵脱逃罪有什么特征 特征 2
你好非法狩猎罪有什么特征 特征 2
请问信用卡诈骗罪的特征是什么 特征 2
你好非法持有毒品罪是哪种类型的罪名 从属 0
您好强迫卖血罪是什么类型的罪名 从属 0
冒昧问一下拐骗儿童罪的要件是什么 特征 2
冒昧问一下帮助信息网络犯罪活动罪如何认定 特征 2
您好生产、销售不符合卫生标准的化妆品罪的处罚是什么 量刑标准 4
你好，麻烦问一下盗掘古文化遗址、古墓葬罪的要件有哪些 特征 2
请教一下解释解释保险诈骗罪是什么意思？ 概念 1
非法出售发票罪对应的法条有哪些 法律条文 3
打扰问一下诽谤罪有哪些刑法条文 法律条文 3
阻碍军事行动罪介绍 概念 1
您好出售、购买、运输假币罪的要件是什么 特征 2
打扰问一下解释解释利用影响力受贿罪是什么意思？ 概念 1
请教一下虐待被监管人罪是哪种犯罪类型 从属 0
打扰问一下制作、复制、出版、贩卖、传播淫秽物品牟利罪属于哪类罪名 从属 0
请教一下走私淫秽物品罪介绍 概念 1
贷款诈骗罪的要件是什么 特征 2
猥亵儿童罪有什么特征 特征 2
请教一下可以介绍非法获取军事秘密罪是啥意思 概念 1
传播性病罪对应的刑法条文有哪些 法律条文 3
